vehicle_type,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_(cc),age_of_vehicle,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,road_type,speed_limit,urban_or_rural_area,sex_of_casualty
9,1,33,6,1598,5,3,1,2,7,6,30,1,1
9,1,33,6,1598,5,3,1,2,7,6,30,1,2
9,2,22,5,1242,11,3,2,1,4,1,30,1,2
9,2,55,8,1984,9,3,2,1,7,3,30,1,2
3,1,33,6,124,5,2,1,1,4,3,30,1,1
5,1,20,4,599,14,2,1,1,5,3,30,1,1
9,1,19,4,1199,12,3,2,1,2,6,30,1,1
5,1,29,6,998,15,3,2,1,4,6,30,1,1
9,1,42,7,1991,12,3,1,1,4,6,30,1,2
9,2,51,8,1598,11,3,2,1,4,6,30,1,2
5,1,24,5,1340,7,2,2,1,3,6,30,1,1
5,1,49,8,885,17,3,1,1,2,6,30,1,2
9,2,26,6,1360,14,3,2,2,2,6,30,1,2
9,2,26,6,1360,14,3,2,2,2,6,30,1,1
3,1,23,5,100,10,3,2,1,6,6,30,1,1
9,1,70,10,1560,3,3,1,1,6,6,30,1,2
9,2,26,6,1968,1,3,2,2,4,6,30,1,2
9,1,58,9,2477,12,3,2,2,4,6,30,1,1
9,2,23,5,1896,13,3,2,2,2,1,30,1,2
5,1,41,7,996,14,3,2,2,2,1,30,1,1
9,2,47,8,1360,8,3,2,1,2,6,30,1,2
9,1,44,7,1596,11,2,1,1,6,6,30,1,2
9,1,67,10,1596,9,3,1,1,2,6,30,1,2
8,1,32,6,1896,9,3,1,1,1,6,30,1,1
3,1,21,5,124,3,3,2,1,6,6,30,1,1
9,1,53,8,1560,1,3,1,1,1,6,30,1,2
8,1,49,8,1497,7,3,1,1,7,6,30,1,2
9,2,31,6,1388,4,3,2,2,5,6,30,1,2
9,1,21,5,998,1,3,2,2,5,6,30,1,1
9,1,39,7,1997,2,3,2,3,1,6,50,2,1
9,1,39,7,1997,2,3,2,3,1,6,50,2,2
9,2,36,7,1998,7,3,2,3,1,6,50,2,2
9,1,66,10,1229,8,3,2,1,6,6,50,2,1
9,2,31,6,1598,13,2,3,2,6,3,30,1,2
9,1,56,9,1997,8,2,3,2,6,3,30,1,1
3,1,25,5,125,2,3,2,1,5,6,30,1,1
97,1,46,8,999,8,1,2,1,3,6,30,2,1
9,2,32,6,1598,11,3,2,1,6,6,30,1,2
9,2,53,8,2976,12,3,2,1,5,1,30,1,2
9,2,44,7,1896,13,3,3,2,4,6,30,2,2
9,2,20,4,1360,11,3,2,2,4,3,30,1,2
9,2,20,4,1360,11,3,2,2,4,3,30,1,1
3,1,18,4,98,20,3,2,1,5,6,30,1,1
5,1,25,5,600,12,2,2,2,6,6,40,1,1
9,1,53,8,1994,12,2,2,2,6,6,40,1,1
9,2,55,8,998,7,3,2,1,6,3,30,1,2
9,1,24,5,1686,9,3,2,3,2,3,50,2,1
9,2,19,4,996,1,3,2,3,2,3,50,2,2
9,2,19,4,996,1,3,2,3,2,3,50,2,1
9,2,46,8,898,2,3,2,1,4,6,40,2,2
9,1,24,5,2143,2,3,1,1,6,6,30,1,1
9,1,27,6,1596,11,3,2,1,6,1,40,1,1
9,2,55,8,1086,11,3,2,1,5,6,30,2,2
9,2,22,5,1799,9,3,1,1,2,6,30,1,2
9,2,29,6,1598,3,3,2,2,5,1,40,1,2
9,2,29,6,1598,3,3,2,2,5,1,40,1,2
9,1,48,8,1596,13,3,2,1,3,1,30,1,1
9,2,49,8,1149,3,3,2,2,4,1,30,1,2
9,2,37,7,1896,15,3,2,2,4,1,30,1,2
9,2,17,4,1360,16,3,3,1,6,3,70,1,2
9,1,33,6,1997,8,3,2,1,6,6,30,1,2
8,1,52,8,1798,8,3,2,1,2,6,30,1,1
9,2,32,6,1968,7,3,2,1,4,7,70,1,2
9,2,28,6,1999,9,3,2,1,4,7,70,1,2
9,2,30,6,1299,13,3,3,1,2,6,30,1,2
9,1,18,4,1753,10,3,1,1,6,6,30,1,1
9,2,31,6,1390,12,3,3,4,4,3,70,1,2
9,2,51,8,1399,12,3,1,1,5,6,30,1,2
9,2,37,7,1834,14,3,1,1,4,1,30,1,2
19,1,23,5,2198,2,3,2,2,3,1,30,1,1
3,1,19,4,125,2,3,1,1,6,7,30,2,1
4,1,29,6,249,6,3,1,1,3,6,30,1,1
9,1,55,8,1995,13,3,2,2,5,1,30,2,1
9,1,55,8,1995,13,3,2,2,5,1,30,2,2
4,1,25,5,400,27,3,2,2,6,3,40,1,1
4,1,25,5,400,27,3,2,2,6,3,40,1,2
9,1,46,8,1398,5,3,2,1,1,6,30,1,2
9,1,53,8,1988,15,3,3,4,4,1,40,1,1
9,1,53,8,1988,15,3,3,4,4,1,40,1,2
9,1,64,9,1388,4,3,3,4,4,1,40,1,1
3,1,41,7,114,1,3,1,1,6,6,30,2,1
5,1,48,8,748,25,3,1,3,7,6,30,1,1
5,1,48,8,748,25,3,1,3,7,6,30,1,2
5,1,48,8,748,25,3,1,3,7,6,30,1,2
9,2,53,8,1198,11,3,1,1,5,6,30,1,1
9,2,40,7,2204,9,3,1,1,2,6,30,1,2
19,1,42,7,2198,5,3,2,2,2,3,40,1,1
19,2,54,8,1248,7,3,2,2,2,3,40,1,2
9,2,32,6,1598,11,3,2,1,7,6,30,1,2
9,1,81,11,1362,2,3,2,1,6,6,30,1,1
9,2,37,7,1598,2,3,1,1,2,6,30,1,1
9,2,23,5,1242,16,3,2,4,7,6,30,1,2
8,1,46,8,1997,4,3,2,4,7,6,30,1,1
8,1,46,8,1997,4,3,2,4,7,6,30,1,1
8,1,46,8,1997,4,3,2,4,7,6,30,1,2
5,1,35,6,599,15,3,2,1,1,6,30,1,1
9,2,49,8,1596,5,2,1,1,2,3,40,1,1
9,2,21,5,1997,7,3,2,1,4,3,70,1,2
9,2,30,6,1328,12,3,2,2,5,3,70,1,2
9,2,68,10,996,5,3,2,2,2,6,30,1,2
19,1,34,6,1995,3,3,2,2,2,6,30,1,1
9,1,59,9,1968,1,3,2,1,6,6,30,1,1
5,1,20,4,645,12,2,2,2,3,3,70,2,1
5,1,20,4,645,12,2,2,2,3,3,70,2,1
9,2,36,7,1598,12,3,2,1,1,3,70,1,2
9,1,60,9,1794,15,3,1,2,5,3,40,2,1
9,1,60,9,1794,15,3,1,2,5,3,40,2,2
9,2,54,8,1086,5,3,2,1,2,6,30,1,2
9,2,27,6,1299,11,2,1,2,3,6,30,1,1
9,2,27,6,1299,11,2,1,2,3,6,30,1,1
9,2,49,8,1248,5,3,3,2,6,6,30,1,2
9,2,27,6,1360,13,3,3,2,6,6,30,1,2
9,2,53,8,1995,7,3,2,1,2,6,30,2,2
9,1,58,9,1998,9,3,2,2,3,6,40,2,1
9,1,58,9,1461,5,3,2,2,3,6,40,2,1
9,1,40,7,1598,8,3,3,1,7,6,30,1,2
9,1,54,8,1896,9,3,2,2,5,3,70,1,1
9,2,58,9,1598,13,3,2,2,5,3,70,1,2
9,2,25,5,1753,11,3,2,1,3,6,30,1,2
5,1,56,9,802,12,2,1,1,6,6,30,1,1
9,2,29,6,1761,15,3,3,2,3,3,40,1,2
9,1,55,8,1596,6,3,3,2,3,3,40,1,1
3,1,56,9,124,12,3,2,1,2,6,30,1,1
9,1,35,6,1596,15,3,2,1,5,6,30,1,1
9,2,21,5,1396,17,3,3,2,2,6,30,1,2
9,2,48,8,1199,13,3,3,2,2,6,30,1,2
8,2,39,7,1497,6,3,1,1,4,3,40,1,2
9,2,67,10,1686,5,3,2,1,6,6,30,1,2
9,2,67,10,1199,11,3,2,1,7,6,30,1,2
5,1,53,8,1402,9,2,2,1,7,6,30,1,1
3,1,17,4,49,11,3,2,1,5,6,30,1,1
3,1,27,6,125,15,2,2,1,5,6,30,1,1
9,2,51,8,1390,12,3,2,1,5,6,30,1,2
9,1,37,7,1679,13,2,3,1,7,6,30,1,1
9,1,53,8,1299,15,3,1,1,7,6,30,1,1
3,1,17,4,124,27,3,2,1,4,6,30,1,1
9,1,34,6,1896,13,3,4,2,6,3,30,2,1
9,1,36,7,1956,1,3,4,2,6,3,30,2,1
9,2,51,8,1560,6,3,2,1,7,6,30,2,2
3,1,20,4,125,1,3,1,2,3,6,30,1,1
3,1,20,4,125,1,3,1,2,3,6,30,1,2
3,1,21,5,125,9,2,2,1,5,6,30,1,1
9,1,24,5,1998,13,3,2,2,6,3,70,2,1
9,1,24,5,1998,13,3,2,2,6,3,70,2,2
9,2,29,6,1390,9,3,3,4,6,7,70,2,2
9,1,42,7,1560,9,3,3,4,6,7,70,2,1
9,1,42,7,1560,9,3,3,4,6,7,70,2,2
9,2,30,6,998,2,3,3,4,6,7,70,2,2
9,1,19,4,1229,10,2,3,2,6,3,70,2,1
5,1,52,8,656,6,2,3,2,6,3,70,2,1
3,2,21,5,125,8,3,1,1,4,6,30,1,2
9,1,20,4,1149,17,3,5,4,5,3,70,2,2
9,1,40,7,1753,18,3,5,4,5,3,70,2,1
9,2,68,10,1242,6,3,5,4,5,3,70,2,2
9,2,68,10,1242,6,3,5,4,5,3,70,2,1
9,1,49,8,2494,1,3,2,1,4,6,30,1,1
9,1,55,8,1596,13,3,3,1,2,6,30,1,1
8,1,57,9,1995,1,3,2,1,2,6,30,1,2
9,2,43,7,1248,2,3,2,1,3,7,70,1,2
9,1,48,8,1753,8,3,2,1,5,1,30,1,1
9,2,76,11,1390,11,3,1,2,4,1,40,1,2
9,2,76,11,1390,11,3,1,2,4,1,40,1,1
9,1,80,11,1200,2,3,2,1,2,6,40,1,2
9,1,29,6,1896,11,3,1,1,5,3,40,1,1
9,1,66,10,1248,7,3,1,1,4,6,30,1,1
9,1,20,4,1390,20,3,1,2,7,6,30,2,2
9,1,20,4,1390,20,3,1,2,7,6,30,2,2
9,2,52,8,1360,5,3,2,1,6,6,30,1,2
9,1,24,5,1910,9,3,1,1,4,6,60,2,2
9,1,19,4,1998,15,3,1,3,3,6,60,2,1
9,1,19,4,1998,15,3,1,3,3,6,60,2,2
9,1,19,4,1998,15,3,1,3,3,6,60,2,1
9,1,67,10,2435,13,3,2,2,4,6,40,1,1
9,2,29,6,1598,12,3,2,2,4,6,40,1,2
9,2,32,6,1910,8,3,2,1,4,6,30,1,2
9,2,26,6,1560,3,3,2,2,1,1,40,1,2
9,2,26,6,1560,3,3,2,2,1,1,40,1,1
3,1,22,5,108,1,3,2,1,6,6,40,1,1
5,1,42,7,1000,7,2,1,1,2,6,40,1,2
5,1,36,7,998,7,1,1,1,4,6,40,1,1
3,1,42,7,108,2,3,2,1,1,6,30,1,1
9,2,25,5,1560,8,3,2,2,2,6,30,1,2
9,2,22,5,1124,9,3,2,2,2,6,30,1,2
9,1,49,8,4293,10,3,1,1,3,6,30,1,1
5,1,50,8,645,7,3,2,1,2,6,30,1,1
9,1,43,7,2993,10,3,2,1,7,6,30,1,1
9,2,32,6,1910,8,3,2,1,6,6,30,2,2
9,2,43,7,1461,11,3,2,2,2,6,30,1,2
9,2,43,7,1461,11,3,2,2,2,6,30,1,2
9,2,39,7,998,3,3,2,1,3,1,40,2,2
3,1,33,6,125,4,2,1,1,1,3,30,2,1
4,1,43,7,487,16,2,2,1,2,6,40,1,1
9,1,25,5,1796,8,2,1,2,7,6,30,1,1
9,1,25,5,1796,8,2,1,2,7,6,30,1,2
9,2,37,7,1598,3,3,2,1,5,1,30,1,2
9,1,27,6,1975,13,3,2,1,1,1,30,1,1
9,1,23,5,998,5,3,2,1,6,6,30,1,1
9,2,18,4,999,1,3,2,1,3,7,30,1,2
9,1,20,4,1396,11,3,1,1,3,6,30,1,1
9,1,18,4,1390,15,2,2,5,7,6,30,1,1
9,1,18,4,1390,15,2,2,5,7,6,30,1,1
9,1,18,4,1390,15,2,2,5,7,6,30,1,1
9,1,18,4,1390,15,2,2,5,7,6,30,1,1
9,1,18,4,1390,15,2,2,5,7,6,30,1,1
9,2,80,11,1596,14,2,1,1,1,6,30,1,2
9,2,25,5,1781,14,3,1,1,4,6,30,1,1
9,2,29,6,1242,6,3,1,1,4,6,30,1,1
9,1,59,9,1388,11,3,1,2,5,6,30,1,1
9,1,59,9,1388,11,3,1,2,5,6,30,1,2
9,1,45,7,1995,11,3,2,2,6,6,30,1,1
5,1,54,8,1450,38,2,2,1,7,6,30,1,1
9,2,30,6,1240,12,3,1,2,2,6,30,1,2
9,2,30,6,1240,12,3,1,2,2,6,30,1,2
9,1,21,5,1988,12,2,2,2,1,6,30,1,1
9,1,60,9,1299,14,2,2,2,1,6,30,1,1
9,2,36,7,1598,13,3,2,2,3,6,30,1,2
9,2,28,6,1596,6,3,2,2,3,6,30,1,2
9,1,26,6,1388,11,3,2,2,4,6,30,1,1
9,1,26,6,1388,11,3,2,2,4,6,30,1,2
9,1,26,6,1796,15,3,1,1,6,6,30,1,1
4,1,19,4,400,23,2,2,1,3,6,30,1,1
9,2,50,8,1896,6,3,2,2,7,3,40,2,2
9,2,50,8,1896,6,3,2,2,7,3,40,2,1
3,1,25,5,125,1,3,2,1,6,6,30,2,1
9,1,22,5,1341,16,3,2,1,4,6,30,1,1
9,1,42,7,898,1,3,2,5,2,6,30,1,1
9,1,42,7,898,1,3,2,5,2,6,30,1,2
9,1,42,7,898,1,3,2,5,2,6,30,1,1
9,1,42,7,898,1,3,2,5,2,6,30,1,2
19,1,60,9,1995,7,3,2,2,2,3,70,2,1
2,1,16,4,49,7,3,2,1,4,6,30,1,1
5,1,37,7,806,1,3,2,2,4,6,40,2,1
9,2,61,9,1198,6,3,2,2,4,6,40,2,2
5,1,55,8,656,9,3,2,1,4,6,30,1,1
9,1,45,7,1360,14,2,2,2,2,6,30,1,1
3,1,22,5,125,4,2,2,2,2,6,30,1,1
9,2,17,4,1560,10,3,2,1,6,6,30,1,2
9,1,24,5,1149,14,2,1,2,7,6,40,2,1
9,1,24,5,1149,14,2,1,2,7,6,40,2,1
9,1,63,9,1997,2,2,2,2,7,6,30,1,2
9,1,63,9,1339,11,2,2,2,7,6,30,1,1
9,1,57,9,1360,13,3,3,2,3,6,30,1,1
9,1,57,9,1360,13,3,3,2,3,6,30,1,2
9,1,45,7,1598,13,3,3,1,4,6,60,2,2
9,1,21,5,1600,22,2,1,1,7,6,30,1,1
9,1,58,9,1995,6,2,1,1,3,6,30,1,2
9,1,25,5,1994,16,3,1,1,2,6,30,1,2
2,1,18,4,49,14,3,1,1,4,6,30,1,1
3,1,20,4,100,12,3,2,1,1,6,30,1,1
9,2,20,4,1229,1,3,3,3,6,2,30,1,1
9,2,20,4,1229,1,3,3,3,6,2,30,1,2
9,1,26,6,1360,11,3,3,3,6,2,30,1,1
9,2,25,5,1364,8,3,2,2,7,3,30,1,2
9,1,35,6,1198,11,3,2,2,7,3,30,1,1
9,1,20,4,1998,10,2,1,1,1,6,30,1,1
9,2,39,7,1149,13,3,2,1,1,6,30,1,2
9,2,61,9,1390,13,3,2,1,2,6,30,1,2
9,2,45,7,1997,13,3,1,1,5,6,30,1,2
9,1,29,6,1910,8,3,1,1,3,6,30,1,1
9,2,56,9,1560,7,3,3,2,2,6,30,1,2
9,1,69,10,1995,3,2,2,1,6,6,30,1,1
9,1,70,10,2401,10,3,2,2,1,6,40,1,1
9,1,70,10,2401,10,3,2,2,1,6,40,1,2
5,1,34,6,600,12,3,4,1,6,6,40,1,1
9,1,53,8,1998,20,3,2,1,2,6,30,1,1
9,2,21,5,1587,12,3,2,2,4,2,30,1,2
9,2,21,5,1587,12,3,2,2,4,2,30,1,2
9,1,44,7,1248,8,3,2,2,5,6,30,1,1
9,1,44,7,1248,8,3,2,2,5,6,30,1,1
11,1,42,7,4580,8,3,1,1,3,6,30,1,1
8,1,34,6,1598,6,3,1,1,7,2,30,1,1
21,1,26,6,6870,8,3,2,1,4,2,30,1,1
9,1,24,5,1497,12,3,1,1,3,6,30,1,2
9,2,50,8,1360,14,3,2,2,6,6,30,1,2
9,2,50,8,1360,14,3,2,2,6,6,30,1,1
3,1,38,7,125,1,3,3,1,4,6,30,1,1
9,2,44,7,2000,9,3,2,2,3,6,30,1,2
9,1,50,8,1956,4,3,2,2,3,6,30,1,1
9,2,42,7,2987,8,3,4,2,3,6,30,1,2
9,1,47,8,1598,15,3,4,2,3,6,30,1,1
9,2,22,5,1984,12,3,2,3,5,2,30,1,2
9,2,22,5,1984,12,3,2,3,5,2,30,1,2
9,2,22,5,1984,12,3,2,3,5,2,30,1,2
9,2,51,8,1995,10,3,2,1,7,6,30,1,2
9,2,30,6,1596,15,3,2,1,1,6,30,1,2
9,1,32,6,1598,13,3,1,1,1,6,30,1,2
9,2,24,5,1968,4,3,2,2,4,6,30,1,2
9,2,29,6,1598,9,3,2,2,4,6,30,1,2
9,1,41,7,1796,14,2,1,1,1,6,30,1,2
8,1,49,8,2198,1,3,1,1,3,6,30,1,1
3,1,21,5,125,1,3,2,1,5,6,30,2,1
3,1,25,5,125,11,2,2,1,7,6,30,1,1
9,2,24,5,1598,19,3,2,2,6,6,30,1,2
9,2,24,5,1598,19,3,2,2,6,6,30,1,2
9,1,62,9,1870,5,3,3,2,7,6,30,1,1
9,1,26,6,1995,13,3,3,2,7,6,30,1,1
9,2,50,8,1299,14,3,1,1,1,6,30,1,2
9,1,31,6,1970,14,2,2,2,6,6,30,1,1
9,2,76,11,998,1,2,2,2,6,6,30,1,2
9,2,33,6,1999,14,3,1,1,6,6,30,1,1
9,1,25,5,1988,11,3,2,1,4,6,30,1,1
9,2,21,5,1590,10,2,2,2,4,6,30,1,2
9,2,24,5,1598,1,2,2,2,4,6,30,1,2
5,1,37,7,955,15,3,2,4,7,6,30,1,1
5,1,37,7,955,15,3,2,4,7,6,30,1,2
9,1,49,8,1391,21,3,2,4,7,6,30,1,1
9,1,49,8,1391,21,3,2,4,7,6,30,1,1
9,1,22,5,1998,13,3,1,1,7,6,30,1,1
9,2,26,6,998,1,3,2,3,2,6,30,1,2
9,2,28,6,1360,12,3,2,3,2,6,30,1,2
9,2,28,6,1360,12,3,2,3,2,6,30,1,2
9,1,28,6,1598,12,3,2,1,2,6,30,1,2
9,2,23,5,1242,12,3,2,1,7,6,30,1,2
9,2,40,7,1997,11,3,1,2,7,6,30,1,2
9,2,40,7,1997,11,3,1,2,7,6,30,1,1
8,1,47,8,1910,7,3,1,1,6,6,30,1,2
9,2,57,9,1988,16,3,2,1,5,1,30,1,2
9,1,69,10,1300,16,3,2,1,7,6,30,1,1
8,1,33,6,1910,9,3,1,2,2,6,30,1,2
8,1,33,6,1910,9,3,1,2,2,6,30,1,1
9,1,22,5,1796,9,3,2,3,3,6,30,1,1
9,1,22,5,1796,9,3,2,3,3,6,30,1,1
9,1,22,5,1796,9,3,2,3,3,6,30,1,1
9,2,60,9,1339,9,3,2,1,5,6,30,1,1
9,1,64,9,1998,11,3,1,1,6,6,30,1,1
11,1,45,7,8300,8,3,1,1,5,6,30,1,2
9,1,27,6,2198,7,3,1,1,7,6,30,1,1
11,1,31,6,9000,3,3,1,1,2,3,30,1,2
9,2,45,7,1686,4,3,1,2,6,6,30,1,1
9,2,45,7,1686,4,3,1,2,6,6,30,1,2
11,1,59,9,3900,9,3,1,1,4,6,30,1,1
8,1,43,7,1968,6,3,1,1,2,3,30,1,2
9,2,56,9,1998,11,3,1,1,4,6,30,1,1
9,1,21,5,1995,1,2,1,1,4,6,30,1,1
9,2,35,6,1796,8,3,2,1,7,6,30,1,2
11,1,59,9,8268,11,3,2,1,3,6,30,1,1
4,1,44,7,347,31,3,2,1,4,6,30,1,1
9,2,55,8,1360,9,2,2,2,5,6,30,2,2
5,1,36,7,600,8,2,2,2,5,6,30,2,1
9,2,58,9,1124,13,3,1,1,1,6,30,1,2
9,1,48,8,1896,11,3,5,1,3,6,30,1,1
9,1,72,10,1598,16,3,2,1,4,6,30,1,1
9,2,25,5,1398,3,3,2,2,2,6,30,1,2
9,2,25,5,1398,3,3,2,2,2,6,30,1,1
9,2,25,5,1388,13,3,2,1,4,3,40,2,2
9,1,25,5,1598,3,3,1,1,1,6,30,1,1
9,2,22,5,1997,10,3,2,2,3,1,40,2,2
5,1,50,8,598,18,3,2,2,3,1,40,2,1
9,1,81,11,1124,12,3,2,1,3,1,40,2,2
9,1,35,6,2179,12,3,2,2,4,6,30,1,1
9,1,55,8,3950,15,3,2,2,4,6,30,1,1
3,1,60,9,124,10,3,2,1,5,6,30,1,1
9,2,65,9,1598,5,3,1,1,5,6,30,1,2
2,1,25,5,49,1,3,2,1,7,6,30,1,1
9,1,29,6,1998,13,3,2,1,7,6,30,1,1
9,2,54,8,1598,11,3,2,3,5,6,30,1,2
9,2,32,6,1685,1,3,2,3,5,6,30,1,2
9,2,32,6,1685,1,3,2,3,5,6,30,1,1
5,1,51,8,599,18,3,2,1,1,1,30,1,1
9,2,69,10,1390,9,3,2,1,2,6,30,1,2
9,2,28,6,1598,10,3,2,2,1,6,30,1,2
9,2,28,6,1598,10,3,2,2,1,6,30,1,2
9,1,57,9,1968,6,3,3,1,7,6,30,1,1
9,1,21,5,1850,13,3,2,1,1,6,30,1,1
19,1,12,3,1753,6,2,1,1,4,6,30,1,1
3,1,44,7,124,11,3,2,1,5,6,30,1,1
9,1,24,5,1242,14,3,1,1,3,6,30,1,1
11,2,32,6,8268,9,3,1,1,3,6,30,1,2
3,1,46,8,125,2,3,1,1,6,6,30,1,1
9,2,27,6,1242,6,3,2,4,1,2,30,1,2
9,2,27,6,1242,6,3,2,4,1,2,30,1,2
9,2,27,6,1242,6,3,2,4,1,2,30,1,2
9,2,27,6,1242,6,3,2,4,1,2,30,1,2
9,2,42,7,1999,7,3,2,3,6,6,30,2,2
9,2,42,7,1999,7,3,2,3,6,6,30,2,2
9,2,42,7,1999,7,3,2,3,6,6,30,2,2
9,2,36,7,1753,6,3,2,1,6,6,30,1,2
9,2,28,6,1360,10,3,1,1,2,3,60,2,2
9,1,22,5,2790,8,3,3,1,2,3,70,2,1
9,1,69,10,3960,18,3,2,1,4,6,30,1,2
9,2,21,5,1242,5,3,1,1,3,3,70,2,2
9,1,34,6,1896,13,2,1,1,6,6,30,2,1
9,1,24,5,2490,19,3,2,4,3,6,30,1,1
9,1,24,5,2490,19,3,2,4,3,6,30,1,1
9,1,33,6,1461,8,3,2,4,3,6,30,1,1
9,1,33,6,1461,8,3,2,4,3,6,30,1,2
3,1,56,9,124,10,3,2,1,7,1,40,2,1
9,1,53,8,998,9,2,2,2,1,6,30,2,2
9,1,53,8,998,9,2,2,2,1,6,30,2,2
9,1,28,6,2993,11,3,2,1,5,6,30,2,1
3,1,30,6,124,17,3,2,1,2,6,40,1,1
9,1,39,7,1998,16,3,2,1,7,6,30,1,1
3,1,36,7,125,4,3,2,1,4,1,30,1,1
9,1,70,10,1386,2,3,2,2,6,6,30,1,1
9,1,28,6,1600,17,3,2,2,6,6,30,1,1
9,2,24,5,1124,14,3,2,1,6,6,30,1,2
9,2,45,7,1390,13,3,2,1,7,6,30,1,2
9,2,22,5,1199,13,3,1,1,4,6,60,2,2
19,1,18,4,1996,4,3,2,1,6,3,70,2,1
19,1,57,9,1998,11,2,1,1,2,3,60,2,1
9,2,29,6,1910,8,3,1,1,3,6,30,2,1
9,1,22,5,1390,1,3,2,1,4,6,50,2,1
9,1,20,4,1995,12,3,2,1,5,6,30,2,1
9,1,59,9,1798,4,3,3,2,7,6,30,2,1
9,1,59,9,1798,4,3,3,2,7,6,30,2,2
9,2,21,5,1149,7,3,1,1,6,6,30,2,2
9,1,79,11,1968,2,3,2,2,2,6,60,2,1
9,1,79,11,1968,2,3,2,2,2,6,60,2,2
5,1,45,7,600,2,2,2,1,1,6,30,2,1
9,1,28,6,1598,14,3,2,2,7,6,30,2,1
8,1,34,6,1997,6,3,2,2,7,6,30,2,1
9,1,35,6,999,1,3,2,1,4,6,30,2,1
9,2,18,4,1398,9,3,3,1,7,6,30,2,2
9,2,20,4,1461,9,3,2,1,3,6,30,2,2
3,1,33,6,124,10,2,1,1,7,6,60,2,1
9,2,20,4,1995,5,3,2,2,2,6,30,2,2
9,2,20,4,1995,5,3,2,2,2,6,30,2,1
9,1,80,11,1598,11,3,1,1,1,6,30,2,1
5,1,50,8,599,4,3,2,1,7,6,30,1,1
9,2,21,5,1199,16,3,3,3,5,6,50,1,2
9,2,18,4,1242,3,3,3,3,5,6,50,1,2
9,2,46,8,1360,15,3,3,3,5,6,50,1,2
9,2,24,5,1229,3,3,2,2,7,6,60,2,2
9,1,36,7,1997,12,3,2,2,7,6,60,2,1
9,2,59,9,998,6,3,2,1,5,6,60,2,2
9,1,18,4,1149,15,3,2,1,7,6,30,2,1
9,2,43,7,1397,11,3,2,1,4,6,60,2,2
9,2,54,8,1242,14,3,2,2,5,6,30,2,2
19,1,25,5,1686,3,3,2,2,5,6,30,2,1
9,2,74,10,1197,2,3,2,1,4,6,60,2,2
9,1,68,10,1422,8,3,1,1,7,2,30,2,2
9,2,41,7,2493,11,3,1,1,6,6,60,2,2
9,1,25,5,1299,13,3,2,2,1,6,60,2,1
9,1,25,5,1299,13,3,2,2,1,6,60,2,2
8,1,50,8,1997,4,3,2,2,1,6,30,1,1
8,1,50,8,1997,4,3,2,2,1,6,30,1,1
9,1,38,7,1343,11,3,1,1,3,6,30,1,1
9,2,30,6,1995,5,3,2,2,6,6,30,1,2
9,2,30,6,1995,5,3,2,2,6,6,30,1,1
3,1,23,5,124,12,2,2,1,2,6,30,1,1
9,2,46,8,1896,9,3,1,1,3,6,30,1,1
9,1,19,4,998,6,3,1,1,2,6,30,1,1
9,1,80,11,1299,12,2,2,1,2,6,20,1,1
9,1,38,7,1560,11,3,1,2,6,6,30,1,1
9,1,38,7,1560,11,3,1,2,6,6,30,1,1
9,1,30,6,998,19,3,2,2,5,6,30,1,1
9,2,27,6,1984,15,3,2,2,5,6,30,1,2
9,1,35,6,1240,9,3,1,1,6,6,30,1,1
9,1,78,11,3239,18,3,1,1,7,6,30,1,2
9,2,45,7,1796,13,3,2,1,6,6,30,2,2
9,2,47,8,1596,10,3,2,1,3,6,30,1,2
9,1,87,11,2776,7,3,1,1,4,6,30,1,1
9,2,50,8,1240,12,3,2,1,1,6,30,1,2
9,2,24,5,1149,13,3,2,1,2,1,30,1,2
3,2,22,5,124,7,2,2,1,4,1,30,1,2
9,1,46,8,1598,7,3,3,2,6,6,30,1,1
9,1,46,8,1598,7,3,3,2,6,6,30,1,2
19,1,59,9,1997,3,2,1,1,5,6,30,1,1
3,1,18,4,125,9,3,2,1,6,6,30,1,1
9,2,42,7,1598,12,3,1,1,3,6,30,1,2
9,2,58,9,999,4,3,2,1,2,1,30,1,2
9,1,49,8,2397,16,3,1,1,4,6,40,1,1
9,1,43,7,1995,1,3,2,2,7,6,30,1,1
9,1,43,7,1995,1,3,2,2,7,6,30,1,2
9,2,54,8,1991,9,3,2,2,6,6,30,1,2
9,1,64,9,1527,19,3,2,1,7,6,30,1,1
9,1,22,5,1968,11,3,1,2,3,3,30,2,1
9,1,22,5,1968,11,3,1,2,3,3,30,2,1
3,1,18,4,124,9,3,2,1,3,6,30,2,1
5,2,40,7,599,9,3,1,1,5,3,70,2,2
3,1,18,4,125,4,3,1,1,6,6,30,2,1
3,1,25,5,124,4,2,1,1,2,6,60,2,1
19,1,32,6,1968,3,3,2,2,4,6,60,2,1
9,1,33,6,1149,15,3,2,1,5,3,70,2,1
9,1,45,7,1896,12,3,2,1,3,3,70,2,1
9,2,46,8,2198,9,3,2,2,1,6,60,2,2
9,1,17,4,1422,11,3,2,2,1,6,60,2,1
9,1,46,8,1461,1,2,2,2,2,6,60,2,1
9,1,37,7,1124,16,2,2,2,2,6,60,2,1
8,1,30,6,1968,10,3,2,2,2,6,60,2,1
9,1,25,5,1364,10,3,2,2,2,6,60,2,1
9,2,27,6,1341,12,3,2,1,3,6,60,2,2
